,branch,address,city,zip code,ytd,year,month,circulation_count
452,Independence,4024 N. Elston Ave.,Chicago,60618.0,88455,2019,january,2293
453,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,11806,2019,january,4148
454,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,8774,2019,january,632
455,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,11116,2019,january,1048
456,King,3436 S. King Dr.,Chicago,60616.0,21311,2019,january,1713
457,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,8572,2019,january,769
458,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,168646,2019,january,11587
459,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,133337,2019,january,9826
460,Little Italy,1336 W. Taylor St.,Chicago,60607.0,62281,2019,january,1088
461,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,39280,2019,january,2973
462,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,131945,2019,january,10828
463,Lozano,1805 S. Loomis St.,Chicago,60608.0,42111,2019,january,3781
464,Manning,6 S. Hoyne Ave.,Chicago,60612.0,22218,2019,january,1730
465,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,46902,2019,january,4283
466,McKinley Park,1915 W. 35th St.,Chicago,60609.0,57882,2019,january,4477
467,Merlo,644 W. Belmont Ave.,Chicago,60657.0,14637,2019,january,8053
468,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,57050,2019,january,4301
469,Near North,310 W. Division St.,Chicago,60610.0,102226,2019,january,8232
470,North Austin,5724 W. North Ave.,Chicago,60639.0,12466,2019,january,997
471,North Pulaski,4300 W. North Ave.,Chicago,60639.0,27230,2019,january,2476
472,Northtown,6800 N. Western Ave.,Chicago,60645.0,106944,2019,january,109
473,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,65208,2019,january,5120
474,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,52633,2019,january,6272
475,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,12506,2019,january,1139
476,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,72925,2019,january,5994
477,Rogers Park,6907 N. Clark St.,Chicago,60626.0,112965,2019,january,10289
478,Scottsdale,4101 W. 79th St.,Chicago,60652.0,21923,2019,january,2062
479,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,7004,2019,january,589
480,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,18699,2019,january,1375
481,South Shore,2505 E. 73rd St.,Chicago,60649.0,2571,2019,january,2052
482,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,369530,2019,january,31782
483,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,21139,2019,january,1845
484,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,50027,2019,january,4427
485,Uptown,929 W. Buena Ave.,Chicago,60613.0,90869,2019,january,4063
486,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,30031,2019,january,2715
487,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,16505,2019,january,1385
488,Water Works,163 E. Pearson St.,Chicago,60611.0,57958,2019,january,4141
489,West Belmont,3104 N. Narragansett Ave.,Chicago,60611.0,65853,2019,january,2334
490,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60634.0,8812,2019,january,827
491,West Englewood,1745 W. 63rd St.,Chicago,60651.0,13534,2019,january,1053
492,West Lawn,4020 W. 63rd St.,Chicago,60636.0,36382,2019,january,2757
493,West Loop,122 N. Aberdeen St.,Chicago,60607.0,59405,2019,january,2620
494,West Pullman,830 W. 119th St.,Chicago,60643.0,17823,2019,january,1346
495,West Town,1625 W. Chicago Ave.,Chicago,60622.0,59889,2019,january,5076
496,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,21973,2019,january,763
497,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,59933,2019,january,5061
498,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,17607,2019,january,1478
502,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,83297,2012,january,10173
503,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,10010,2012,january,674
504,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,97256,2012,january,7855
505,Austin,5615 W. Race Ave.,Chicago,60644.0,26524,2012,january,2120
506,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,157405,2012,january,12495
507,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,66885,2012,january,5515
508,Beverly,1962 W. 95th St.,Chicago,60643.0,90701,2012,january,7375
509,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,177856,2012,january,14238
510,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,138346,2012,january,10487
511,Brainerd,1350 W. 89th St.,Chicago,60620.0,14813,2012,january,1042
512,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,82400,2012,january,7626
513,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,165941,2012,january,13049
514,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,162754,2012,january,11676
515,Canaryville,642 W. 43rd St.,Chicago,60609.0,38771,2012,january,2765
516,Chicago Bee,3647 S. State St.,Chicago,60609.0,17665,2012,january,1457
517,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,65200,2012,january,5636
518,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,142558,2012,january,11358
519,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,69717,2012,january,5965
520,Coleman,731 E. 63rd St.,Chicago,60637.0,37885,2012,january,2663
521,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,97490,2012,january,8266
522,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,72620,2012,january,5099
523,Douglass,3353 W. 13th St.,Chicago,60623.0,26382,2012,january,2105
524,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,91703,2012,january,6666
525,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,118511,2012,january,9422
526,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,15798,2012,january,1301
527,Gage Park,2807 W. 55th St.,Chicago,60632.0,35028,2012,january,2970
528,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,10319,2012,january,693
529,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,81344,2012,january,6738
530,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,40445,2012,january,3249
531,Hall,4801 S. Michigan Ave.,Chicago,60615.0,30459,2012,january,2547
532,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,937649,2012,january,77817
533,Hegewisch,3048 E. 130th St.,Chicago,60633.0,38680,2012,january,3441
534,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,15947,2012,january,6142
535,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,121415,2012,january,9751
536,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,115937,2012,january,9463
537,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,17437,2012,january,1250
538,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,18651,2012,january,1434
539,King,3436 S. King Dr.,Chicago,60616.0,40645,2012,january,3102
540,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,21379,2012,january,1586
541,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,194225,2012,january,14656
542,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,131883,2012,january,10819
543,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,137397,2012,january,12569
544,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,166815,2012,january,12836
545,Lozano,1805 S. Loomis St.,Chicago,60608.0,79020,2012,january,5855
546,Manning,6 S. Hoyne Ave.,Chicago,60612.0,39005,2012,january,3504
547,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,72003,2012,january,5759
548,McKinley Park,1915 W. 35th St.,Chicago,60609.0,103679,2012,january,8313
549,Merlo,644 W. Belmont Ave.,Chicago,60657.0,122224,2012,january,10454
550,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,83835,2012,january,6261
551,Near North,310 W. Division St.,Chicago,60610.0,152210,2012,january,12451
552,North Austin,5724 W. North Ave.,Chicago,60639.0,30266,2012,january,2036
553,North Pulaski,4300 W. North Ave.,Chicago,60639.0,69427,2012,january,4982
554,Northtown,6435 N. California Ave.,Chicago,60645.0,145148,2012,january,11650
555,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,119814,2012,january,9556
556,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,114825,2012,january,9499
557,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,25883,2012,january,1903
558,Roden,6083 N. Northwest Highway,Chicago,60631.0,83108,2012,january,6258
559,Rogers Park,6907 N. Clark St.,Chicago,60626.0,196863,2012,january,15918
560,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,85743,2012,january,6364
561,Scottsdale,4101 W. 79th St.,Chicago,60652.0,54344,2012,january,4751
562,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,20988,2012,january,1550
563,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,50846,2012,january,4162
564,South Shore,2505 E. 73rd St.,Chicago,60649.0,51046,2012,january,3929
565,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,615032,2012,january,51849
566,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,40525,2012,january,3145
567,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,123962,2012,january,10858
568,Uptown,929 W. Buena Ave.,Chicago,60613.0,104178,2012,january,8596
569,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,65363,2012,january,5203
570,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,44724,2012,january,3688
571,Water Works,163 E. Pearson St.,Chicago,60611.0,47047,2012,january,3723
572,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,123819,2012,january,9975
573,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,22987,2012,january,1675
574,West Englewood,1745 W. 63rd St.,Chicago,60636.0,25714,2012,january,1712
575,West Lawn,4020 W. 63rd St.,Chicago,60629.0,89173,2012,january,7724
576,West Pullman,830 W. 119th St.,Chicago,60643.0,42265,2012,january,2973
577,West Town,1625 W. Chicago Ave.,Chicago,60622.0,118488,2012,january,9498
578,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,40079,2012,january,3175
579,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,127502,2012,january,11284
580,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,42802,2012,january,3211
584,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,572,2013,january,0
585,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,9518,2013,january,871
586,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,93854,2013,january,8747
587,Austin,5615 W. Race Ave.,Chicago,60644.0,22947,2013,january,2038
588,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,146943,2013,january,12945
589,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,58715,2013,january,4962
590,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,20701,2013,january,0
591,Beverly,1962 W. 95th St.,Chicago,60643.0,81042,2013,january,6771
592,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,156844,2013,january,13614
593,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,129742,2013,january,10873
594,Brainerd,1350 W. 89th St.,Chicago,60620.0,14031,2013,january,1231
595,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,76837,2013,january,6577
596,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,143740,2013,january,13786
597,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,154085,2013,january,13938
598,Canaryville,642 W. 43rd St.,Chicago,60609.0,34058,2013,january,3157
599,Chicago Bee,3647 S. State St.,Chicago,60609.0,16617,2013,january,1257
600,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,62841,2013,january,5246
601,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,123889,2013,january,11694
602,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,58650,2013,january,5465
603,Coleman,731 E. 63rd St.,Chicago,60637.0,42099,2013,january,3940
604,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,88066,2013,january,7969
605,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,57346,2013,january,5735
606,Douglass,3353 W. 13th St.,Chicago,60623.0,27561,2013,january,2302
607,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,82464,2013,january,6725
608,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,111693,2013,january,9881
609,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,125353,2013,january,1300
610,Gage Park,2807 W. 55th St.,Chicago,60632.0,29392,2013,january,3043
611,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,12759,2013,january,764
612,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,75119,2013,january,6566
613,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,34959,2013,january,3053
614,Hall,4801 S. Michigan Ave.,Chicago,60615.0,26954,2013,january,2348
615,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,821749,2013,january,73367
616,Hegewisch,3048 E. 130th St.,Chicago,60633.0,36109,2013,january,2898
617,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,67949,2013,january,25
618,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,111576,2013,january,9589
619,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,101269,2013,january,8568
620,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,15343,2013,january,1426
621,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,15927,2013,january,1413
622,King,3436 S. King Dr.,Chicago,60616.0,39416,2013,january,3209
623,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,19211,2013,january,1784
624,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,175304,2013,january,15530
625,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,121675,2013,january,10849
626,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,105316,2013,january,10344
627,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,141476,2013,january,13371
628,Lozano,1805 S. Loomis St.,Chicago,60608.0,74556,2013,january,6057
629,Manning,6 S. Hoyne Ave.,Chicago,60612.0,32941,2013,january,3158
630,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,78316,2013,january,6375
631,McKinley Park,1915 W. 35th St.,Chicago,60609.0,91012,2013,january,9082
632,Merlo,644 W. Belmont Ave.,Chicago,60657.0,106150,2013,january,9414
633,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,83611,2013,january,7123
634,Near North,310 W. Division St.,Chicago,60610.0,136669,2013,january,12495
635,North Austin,5724 W. North Ave.,Chicago,60639.0,25542,2013,january,2079
636,North Pulaski,4300 W. North Ave.,Chicago,60639.0,55332,2013,january,5113
637,Northtown,6435 N. California Ave.,Chicago,60645.0,135506,2013,january,11411
638,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,101827,2013,january,9767
639,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,99876,2013,january,9164
640,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,23411,2013,january,1844
641,Roden,6083 N. Northwest Highway,Chicago,60631.0,75176,2013,january,6689
642,Rogers Park,6907 N. Clark St.,Chicago,60626.0,155304,2013,january,14752
643,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,78582,2013,january,6622
644,Scottsdale,4101 W. 79th St.,Chicago,60652.0,45859,2013,january,3889
645,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,18023,2013,january,1929
646,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,47291,2013,january,4365
647,South Shore,2505 E. 73rd St.,Chicago,60649.0,39087,2013,january,4400
648,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,556898,2013,january,49314
649,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,39252,2013,january,3555
650,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,105097,2013,january,10498
651,Uptown,929 W. Buena Ave.,Chicago,60613.0,94280,2013,january,7955
652,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,62382,2013,january,5742
653,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,38898,2013,january,3820
654,Water Works,163 E. Pearson St.,Chicago,60611.0,43308,2013,january,3654
655,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,108176,2013,january,9953
656,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,25076,2013,january,2362
657,West Englewood,1745 W. 63rd St.,Chicago,60636.0,22947,2013,january,2119
658,West Lawn,4020 W. 63rd St.,Chicago,60629.0,79704,2013,january,7340
659,West Pullman,830 W. 119th St.,Chicago,60643.0,35415,2013,january,3573
660,West Town,1625 W. Chicago Ave.,Chicago,60622.0,106199,2013,january,10402
661,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,36869,2013,january,3378
662,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,106316,2013,january,10273
663,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,38359,2013,january,3616
667,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,120059,2011,january,8427
668,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,9611,2011,january,1258
669,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,101951,2011,january,8104
670,Austin,5615 W. Race Ave.,Chicago,60644.0,25527,2011,january,1755
671,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,165634,2011,january,12593
672,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,71884,2011,january,5664
673,Back of the Yards,4650 S. Damen Ave.,Chicago,60609.0,40470,2011,january,5485
674,Beverly,1962 W. 95th St.,Chicago,60643.0,106619,2011,january,8049
675,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,161803,2011,january,8875
676,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,128882,2011,january,9351
677,Brainerd,1350 W. 89th St.,Chicago,60620.0,16657,2011,january,1140
678,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,99091,2011,january,7416
679,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,173396,2011,january,13113
680,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,160271,2011,january,12841
681,Canaryville,642 W. 43rd St.,Chicago,60609.0,35681,2011,january,2665
682,Chicago Bee,3647 S. State St.,Chicago,60609.0,16129,2011,january,1175
683,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,65939,2011,january,4578
684,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,158449,2011,january,14027
685,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,77943,2011,january,6718
686,Coleman,731 E. 63rd St.,Chicago,60637.0,33980,2011,january,2306
687,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,99302,2011,january,6995
688,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,38311,2011,january,0
689,Douglass,3353 W. 13th St.,Chicago,60623.0,24191,2011,january,1587
690,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,60892,2011,january,0
691,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,129288,2011,january,10231
692,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,76930,2011,january,11573
693,Gage Park,2807 W. 55th St.,Chicago,60632.0,33978,2011,january,2109
694,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,9218,2011,january,519
695,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,84481,2011,january,6138
696,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,29922,2011,january,0
697,Hall,4801 S. Michigan Ave.,Chicago,60615.0,33396,2011,january,2416
698,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,966720,2011,january,79210
699,Hegewisch,3048 E. 130th St.,Chicago,60633.0,41436,2011,january,3221
700,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,84825,2011,january,6251
701,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,125886,2011,january,8860
702,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,123076,2011,january,8819
703,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,18319,2011,january,1223
704,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,17348,2011,january,963
705,King,3436 S. King Dr.,Chicago,60616.0,36280,2011,january,1903
706,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,18487,2011,january,1344
707,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,194268,2011,january,14395
708,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,140877,2011,january,11018
709,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,42276,2011,january,0
710,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,155741,2011,january,11179
711,Lozano,1805 S. Loomis St.,Chicago,60608.0,75042,2011,january,5076
712,Manning,6 S. Hoyne Ave.,Chicago,60612.0,44701,2011,january,3308
713,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,66018,2011,january,3998
714,McKinley Park,1915 W. 35th St.,Chicago,60609.0,101381,2011,january,7396
715,Merlo,644 W. Belmont Ave.,Chicago,60657.0,127160,2011,january,9547
